customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income
15762.60349,39032,198,31,15,0,7,950.4,23589,39032
13197.92893,0,68,19,2,3,2,326.4,23046,23046
2787.539793,34927,70,5,2,0,1,242.491357,17193,34927
3436.134281,30817,88,25,43,0,1,91.834668,30817,30817
2713.36798,31535,70,27,46,0,1,90.525716,31535,31535
2867.312197,23376,78,19,18,0,1,374.4,23376,23376
14590.24583,46244,62,8,3,0,2,255.285875,41459,46244
6652.474492,34886,84,3,40,0,5,403.2,23843,34886
2444.621056,0,66,27,51,0,1,316.8,25531,25531
11314.24394,62935,141,29,27,0,7,232.242326,36568,62935
10972.06778,24164,137,2,40,0,5,657.6,24164,24164
3189.66703,0,87,6,3,0,1,760.428495,19447,19447
19357.37201,0,68,20,66,1,2,326.4,26378,26378
7227.120364,40153,61,1,99,0,2,340.07498,40153,40153
7857.303868,0,104,12,7,0,3,499.2,31562,31562
5181.620895,97131,64,5,80,0,6,307.2,97131,97131
4281.062223,23712,106,2,12,0,1,508.8,23712,23712
11513.16291,0,64,26,72,0,2,307.2,36523,36523
5147.11023,33171,65,27,17,0,3,236.643695,21576,33171
8663.497618,0,83,18,90,1,2,398.4,33786,33786
2535.321683,0,68,24,73,0,1,326.4,34990,34990
21504.3388,60228,112,23,28,1,2,286.102971,26030,60228
7349.32849,27072,93,24,27,0,8,565.336931,22061,27072
8509.850887,26057,74,3,63,0,2,523.888845,26057,26057
4297.189057,66331,107,0,74,0,1,513.6,36794,66331
2778.323903,66030,69,33,19,1,1,282.153792,26841,66030
5532.863336,59768,71,6,93,1,3,340.8,59768,59768
17476.64139,45106,73,22,21,0,2,350.4,45106,45106
10479.89966,78435,130,11,19,0,4,553.61131,12181,78435
2242.574431,0,63,31,99,1,1,453.6,46370,46370
2754.45676,79507,70,7,17,3,1,442.199439,36843,79507
8041.20055,44986,101,14,83,0,3,624.023564,18846,44986
6042.9119,25899,79,10,11,0,8,568.8,25899,25899
2827.43885,13610,74,7,64,0,1,355.2,13610,13610
22041.85643,0,65,11,15,0,2,312.0,53484,53484
2796.802191,77362,70,14,25,0,1,386.599797,18608,77362
4072.849436,96443,102,1,17,0,1,489.6,51833,96443
5182.462266,0,135,2,41,1,1,939.528475,35830,35830
6131.663176,90778,76,31,29,0,7,62.291009,68931,90778
2392.13114,0,65,11,62,0,1,361.181122,21564,21564
3209.663044,78494,79,6,40,0,1,122.305677,77912,78494
2808.606027,83497,69,28,15,0,1,196.523187,13449,83497
4362.931238,58842,110,6,74,0,1,528.0,58842,58842
6880.468875,63935,87,20,63,0,6,221.61885,44705,63935
3591.066675,0,96,5,35,0,1,460.8,12160,12160
5201.252168,0,69,1,79,0,4,331.2,29950,29950
5521.542577,0,77,20,89,0,9,369.6,51335,51335
5071.651522,62258,65,14,17,0,5,117.450428,41596,62258
2921.681366,0,80,10,81,0,1,739.310493,17308,17308
15806.53397,58516,98,14,75,0,2,470.4,27760,58516
4942.630606,23285,65,30,22,0,7,118.446235,22908,23285
4167.419574,56901,104,29,82,0,1,499.2,35970,56901
6514.954043,0,61,12,75,1,2,292.8,10475,10475
9189.518267,99443,117,6,6,4,5,228.049424,39448,99443
8231.223361,0,113,4,70,0,4,373.073162,22849,22849
3095.175379,88246,77,3,27,1,1,428.608683,85871,88246
74228.51604,0,242,1,34,0,2,1742.4,39547,39547
7582.113842,64801,64,23,19,0,2,268.471802,64801,64801
16344.60809,57029,68,24,97,0,2,135.788525,28935,57029
11763.15249,28045,99,7,99,0,2,475.2,28045,28045
4053.373793,44661,101,2,1,0,1,436.836944,44661,44661
3311.15793,21246,83,19,51,0,1,398.4,21246,21246
3528.044252,31278,92,24,95,4,1,441.6,31278,31278
5595.389905,74454,71,25,29,0,3,340.8,74454,74454
5089.694325,62474,63,20,63,0,5,112.120881,18129,62474
22337.1631,0,130,9,43,0,2,1376.910777,25575,25575
4792.830533,20647,63,17,10,0,7,185.061408,20647,20647
27789.69235,33806,89,32,59,0,2,395.729716,33806,33806
7511.660568,0,70,9,96,0,2,340.201412,10375,10375
18767.55161,0,111,13,55,0,2,900.14526,22828,22828
4987.643113,19589,127,26,44,0,1,1027.010512,13037,19589
5123.196814,22338,67,9,37,1,9,307.801098,22338,22338
5989.773931,66839,154,33,24,0,1,739.2,66839,66839
5185.797582,99428,64,16,25,1,5,48.046869,72661,99428
5828.1822,31364,74,28,47,0,3,461.269135,25876,31364
13755.54279,15340,121,12,47,0,2,686.501976,15340,15340
9767.936882,36225,123,7,84,0,8,221.048602,36225,36225
12097.91224,0,107,18,79,0,2,271.014511,21331,21331
2265.318569,0,61,5,21,0,1,292.8,38961,38961
5719.088678,77601,71,27,48,0,6,276.640352,43461,77601
10171.47779,74243,84,34,2,0,2,71.311211,27781,74243
10517.15638,46707,133,7,9,0,8,80.70505,16097,46707
4303.471379,0,116,6,63,0,1,765.566699,58577,58577
11926.75329,50234,101,12,1,0,2,484.8,37056,50234
16531.70376,75526,103,26,68,1,2,494.4,31027,75526
13579.29911,0,193,30,38,0,7,1610.261914,39032,39032
5437.443727,28343,69,19,88,0,8,331.2,23496,28343
5103.296644,74948,64,23,43,0,8,216.744457,26660,74948
4583.100889,22728,116,28,81,0,1,556.8,20394,22728
6409.627461,0,99,14,48,2,9,712.8,20440,20440
8991.98452,17331,117,13,39,0,6,1138.255325,17034,17331
12232.77625,35133,102,2,31,0,2,692.962785,35133,35133
5126.038871,63147,64,1,91,0,4,87.565229,37473,63147
11014.1636,67575,91,27,85,0,2,401.60781,43922,67575
3819.619502,0,111,29,76,0,1,799.2,13093,13093
8404.395122,48315,71,34,56,0,2,340.8,47593,48315
9035.671134,34337,113,20,44,0,9,542.4,34337,34337
5453.707634,33818,72,6,34,4,3,341.878002,10738,33818
3766.366587,22439,98,30,63,0,1,470.4,22439,22439
7283.934392,79055,186,32,24,1,1,177.635183,21586,79055
2745.249838,45191,69,18,34,0,1,330.782934,45191,45191
2626.279436,41990,66,23,19,0,1,316.8,26222,41990
2456.816647,50979,61,25,45,1,1,262.842655,22475,50979
8453.677668,59888,106,6,14,0,3,712.682559,42045,59888
3508.569533,20978,98,19,96,1,1,1176.2788,20978,20978
2877.354255,32807,73,10,10,0,1,350.4,32807,32807
7840.165778,58414,210,7,24,2,1,1008.0,58414,58414
2771.045031,50071,71,3,32,0,1,18.918935,50071,50071
5339.488286,67796,69,7,24,4,8,331.2,31562,67796
6837.536476,90750,170,30,47,0,1,746.0459,36060,90750
13024.13012,0,125,6,61,0,2,900.0,40117,40117
5659.238384,69387,71,16,37,0,3,71.517444,69050,69387
5532.462342,29084,71,14,59,1,3,492.088331,29084,29084
7943.513275,60214,100,8,16,1,4,291.287905,15921,60214
9774.605777,96018,122,8,60,0,3,390.88142,22547,96018
13596.19972,20128,70,28,10,2,2,336.0,20128,20128
23208.39416,60233,116,29,63,0,2,481.265179,23638,60233
7325.892726,52920,93,18,95,0,3,1101.05432,52920,52920
4170.340729,90310,104,9,39,0,1,166.355491,83220,90310
7840.165778,58414,210,7,24,2,1,1008.0,58414,58414
17786.2778,99790,64,24,8,0,2,178.986788,31356,99790
19378.9078,21159,73,35,14,0,2,350.4,11538,21159
2638.140052,79699,65,24,12,0,1,348.82656,60060,79699
9148.877887,68236,114,2,75,0,6,20.725611,13050,68236
13770.97618,59207,116,23,21,0,2,556.8,59207,59207
10515.96779,21499,135,34,28,1,3,648.0,73054,21499
5821.684337,77563,143,35,58,0,1,545.999699,10511,77563
3095.803437,33415,78,15,44,0,1,374.4,31168,33415
10598.54249,20179,133,29,0,1,5,638.4,20179,20179
7695.122957,50147,101,4,37,0,3,484.8,20369,50147
6819.23119,22492,85,34,88,0,7,61.654262,22492,22492
8689.822524,0,99,25,57,5,2,475.2,27839,27839
8131.779152,93715,102,9,43,2,4,254.83769,55366,93715
3815.321577,23540,103,30,23,2,1,494.4,23540,23540
11638.89947,25370,102,10,77,0,2,489.6,25370,25370
22800.53543,68771,96,10,70,0,2,276.268778,22711,68771
4462.997006,0,73,35,52,3,5,350.4,30503,30503
13151.83203,68562,108,29,52,0,2,228.498823,23202,68562
14019.97546,36733,71,21,28,0,2,327.078047,19614,36733
2931.155192,45768,73,33,27,0,1,191.934494,19637,45768
4774.751709,0,64,34,47,0,7,307.2,21841,21841
8471.417471,63513,70,13,76,0,2,185.667213,22193,63513
5431.219117,58161,68,19,19,0,5,140.747286,58161,58161
5689.644114,83640,70,20,13,0,4,471.050488,20920,83640
3686.723847,0,96,2,88,0,1,28.460568,25407,25407
3992.583886,0,111,35,68,0,1,700.349052,13330,13330
3479.137523,0,104,13,29,0,1,499.2,60021,60021
2502.637401,0,66,8,11,0,1,3.468912,24186,24186
3265.156348,25820,82,10,69,0,1,393.6,25820,25820
4455.843406,0,121,16,64,0,1,699.615192,23006,23006
7704.95848,30366,101,25,13,2,3,484.8,30366,30366
2750.705045,51789,70,8,34,0,1,336.0,39646,51789
13024.13012,0,125,6,61,0,2,900.0,40117,40117
2538.62632,18608,71,13,24,0,1,340.8,18608,18608
2585.955652,83758,64,27,34,0,1,106.591949,22000,83758
5096.673223,22886,65,9,81,0,3,312.0,22886,22886
10083.48688,11828,90,18,84,0,2,571.479602,11828,11828
4943.386117,44762,62,14,11,0,6,114.51444,24711,44762
6516.214888,0,175,12,60,0,1,1221.143438,25352,25352
8838.085637,82664,114,24,10,3,9,133.425609,82664,82664
3810.238281,0,108,7,57,0,1,777.6,25147,25147
6334.466403,0,63,1,21,0,2,302.4,24245,24245
11665.09779,84978,72,12,51,1,2,166.77296,24599,84978
10972.06778,24164,137,2,40,0,5,657.6,24164,24164
6006.963446,0,80,5,10,0,8,488.910614,41878,41878
2656.713092,62777,67,34,32,0,1,101.288069,19637,62777
2359.423599,19864,63,22,96,0,1,352.394515,19864,19864
12036.62051,44428,104,17,61,0,2,499.2,44428,44428
8467.387317,21139,113,15,93,0,5,656.798232,16972,21139
9392.557553,0,88,4,52,0,2,851.146266,16370,16370
5227.230377,11896,69,29,57,0,5,476.254583,11896,11896
2693.75925,0,73,35,87,1,1,350.4,45025,45025
2227.072755,27972,61,7,38,0,1,292.8,27972,27972
2326.864833,0,62,26,98,0,1,624.711448,32437,32437
16794.31422,38399,106,12,6,0,2,368.890904,11432,38399
5016.827946,20868,63,19,13,0,8,134.629643,10629,20868
7757.924239,49682,101,30,49,0,3,198.84453,24666,49682
8609.158215,79090,107,2,74,0,3,289.040734,79090,79090
5275.056933,81850,132,1,75,0,1,429.860895,74271,81850
5746.32619,22906,76,17,27,0,8,519.883102,22906,22906
2705.987629,0,83,15,85,1,1,398.4,20592,20592
6186.265217,37138,83,12,1,2,9,417.28389,37138,37138
22445.28088,0,71,32,35,0,2,511.2,14209,14209
6277.844624,21024,82,32,8,1,9,450.129276,21024,21024
7215.821106,0,103,25,80,0,9,741.6,43478,43478
6514.430592,77135,84,3,37,3,8,98.372265,29193,77135
34708.87261,0,109,3,19,0,2,718.700718,31433,31433
4216.19522,0,114,3,70,0,1,820.8,15413,15413
13158.37206,72845,108,13,28,0,2,463.000336,34179,72845
2917.539465,51622,74,29,32,0,1,355.2,19112,51622
6355.678846,0,61,25,79,0,2,292.8,46618,46618
13269.59942,15616,114,20,96,1,2,547.2,15616,15616
5880.256499,0,82,31,25,0,8,590.4,10787,10787
5926.729379,23091,96,28,90,5,5,460.8,23091,23091
4121.252137,0,67,7,8,3,3,482.4,23650,23650
7956.152761,22699,74,11,76,4,2,355.2,22699,22699
24127.50402,14072,71,13,3,0,2,511.2,14072,14072
26864.20332,81713,74,0,41,0,2,332.224293,43922,81713
31934.62164,56516,199,26,46,0,2,955.2,56044,56516
5132.684537,0,73,21,31,0,3,525.6,29899,29899
4759.624343,26747,61,11,44,0,3,404.074203,22280,26747
2637.942355,63422,66,8,68,0,1,355.922452,29587,63422
6503.397049,22081,84,1,9,0,6,451.670309,22081,22081
12786.66898,0,180,14,70,0,4,1296.0,28262,28262
3147.973444,29698,83,17,89,2,1,215.884804,25964,29698
5618.485357,24518,74,23,62,0,3,241.656325,24518,24518
3230.576665,62873,81,0,41,0,1,207.75186,62873,62873
7434.675149,28377,94,26,99,0,3,451.2,28377,28377
11714.78278,21102,100,0,81,0,2,480.0,21102,21102
2009.772923,0,65,12,57,2,1,312.0,18064,18064
6625.472768,0,88,2,43,0,3,539.280951,50825,50825
9567.711298,81410,119,8,86,0,7,221.188327,20588,81410
18474.71111,27869,67,18,59,0,2,482.4,10337,27869
12157.32992,57449,103,6,28,0,2,494.4,57449,57449
2956.358303,40901,74,2,36,0,1,13.628274,30752,40901
3963.394851,88701,99,7,4,0,1,171.830049,58713,88701
10896.04838,29365,137,14,78,0,7,657.6,26351,29365
6081.048248,0,82,26,33,0,3,393.6,38492,38492
30141.61738,0,103,9,72,0,2,1060.310769,23576,23576
5737.233278,56455,73,17,5,2,8,350.4,44712,56455
16979.79757,35095,73,25,56,0,2,525.6,35095,35095
10915.35877,0,155,9,62,1,8,1116.0,17453,17453
3808.122147,94903,94,3,38,0,1,451.2,94903,94903
5408.911507,80192,67,22,24,0,7,95.193157,11920,80192
13419.39623,0,122,15,11,0,2,827.786203,20656,20656
3237.996209,60244,83,3,72,3,1,326.281835,60244,60244
10357.62776,52735,65,21,19,0,2,123.512596,36776,52735
11619.91802,78275,72,12,36,0,2,25.336642,32303,78275
8209.054963,77282,102,8,54,0,3,489.6,28120,77282
3096.511217,21604,79,14,28,0,1,379.2,21604,21604
4804.35851,51962,125,8,2,4,1,788.206874,51962,51962
4786.054889,0,68,4,67,0,9,489.6,20862,20862
15886.03136,56362,197,30,47,1,6,945.6,54613,56362
5285.079293,85753,66,23,14,1,8,316.8,12153,85753
2945.370362,36167,76,9,79,3,1,364.8,36167,36167
18089.79629,68568,223,5,28,1,6,1070.4,24661,68568
10208.92761,35482,129,21,59,0,3,619.2,35482,35482
20708.25881,92079,65,12,68,1,2,114.798771,20305,92079
5247.852585,0,77,0,84,0,3,554.4,59034,59034
5179.55248,0,165,29,6,2,1,1188.0,12811,12811
4513.435299,34558,113,32,24,0,1,376.529086,28354,34558
5297.625945,14775,69,11,44,0,5,170.939409,14775,14775
5377.014781,35637,68,13,11,0,9,326.4,15131,35637
7661.388132,66726,97,3,60,1,7,335.840529,39381,66726
2677.279707,0,72,29,86,0,1,345.6,31964,31964
6877.817669,0,96,25,71,0,6,460.8,31383,31383
5714.232848,79719,71,12,87,0,6,425.924132,40833,79719
4929.549699,25632,63,27,52,0,7,351.270869,25632,25632
10484.91535,61108,89,22,93,0,2,49.451117,61108,61108
9490.406534,0,137,34,77,0,4,657.6,10540,10540
7805.31287,21073,106,25,54,1,3,508.8,21073,21073
21274.34205,17932,79,8,38,0,2,379.2,17932,17932
5838.89915,81082,73,5,85,0,4,281.295903,81082,81082
2677.495763,71684,66,7,17,0,1,196.065149,40987,71684
2374.798861,57338,61,8,48,0,1,292.8,22050,57338
22103.5072,0,102,35,48,0,2,489.6,19851,19851
2427.770513,24409,62,4,13,0,1,297.6,21861,24409
7294.40195,83488,90,14,20,0,3,432.784577,24345,83488
11360.46496,0,104,29,7,0,2,773.346065,22354,22354
2811.956395,62537,71,19,64,1,1,354.199664,62537,62537
4386.277558,10621,67,28,22,0,5,321.6,10621,10621
6446.918637,43478,80,27,79,0,9,384.0,43478,43478
8427.172486,46503,215,4,21,1,1,1032.0,46503,46503
5290.127299,27179,66,8,91,0,9,344.201601,27179,27179
5592.455266,62229,70,13,26,0,5,336.0,26441,62229
18892.19767,0,92,34,39,1,2,441.6,73054,73054
13623.62257,67060,126,1,85,4,2,339.000467,28992,67060
25464.82059,13663,97,1,66,0,2,465.6,13663,13663
2175.624856,0,63,5,79,0,1,453.6,47122,47122
6699.222525,0,99,21,35,1,4,699.67536,29808,29808
9043.678095,97745,113,10,64,0,5,695.136477,59230,97745
4369.041685,26026,116,1,76,1,1,283.670312,26026,26026
51337.90677,72794,164,3,47,1,2,50.454459,31264,72794
28699.89392,47730,91,12,52,0,2,219.440024,20346,47730
4270.034394,0,122,27,2,0,1,725.870693,37331,37331
5345.994644,0,72,6,67,0,8,345.6,25411,25411
4774.747415,0,70,20,81,0,9,336.0,20392,20392
14727.50526,97785,73,35,36,0,2,236.614219,14209,97785
4755.47946,0,66,27,89,0,3,712.309237,45345,45345
3436.134281,30817,88,25,43,0,1,91.834668,30817,30817
8355.774443,64502,70,22,49,0,2,39.336222,25542,64502
3412.566597,30335,87,17,42,0,1,326.132867,28564,30335
6185.337641,21020,80,1,36,0,4,178.371281,21020,21020
8456.722498,84574,70,13,75,0,2,167.459769,22193,84574
3021.938522,0,84,26,37,0,1,700.725788,23393,23393
6966.142868,0,93,28,3,0,8,436.143226,13688,13688
10083.48688,11828,90,18,84,0,2,571.479602,11828,11828
2539.990699,54889,63,32,94,0,1,302.4,52980,54889
8456.455313,89918,105,15,72,0,9,367.230882,29136,89918
26576.31541,87002,110,27,30,0,2,199.851173,57659,87002
10963.95723,55687,276,33,91,0,1,1324.8,55687,55687
9671.98323,17103,87,24,29,0,2,417.6,17103,17103
1898.683686,0,70,17,20,5,1,702.020904,66524,66524
8595.146838,28441,73,10,98,0,2,686.020135,10375,28441
5532.753182,91212,69,9,92,0,6,270.311239,76283,91212
9371.773682,66325,117,10,10,0,5,497.719213,63624,66325
3975.321516,67895,101,25,27,4,1,403.937672,41402,67895
4456.016549,29550,114,16,70,1,1,118.750512,40864,29550
3495.891476,10275,97,10,8,0,1,465.6,10275,10275
8512.13221,61725,106,7,70,0,6,508.8,34115,61725
4650.063763,28215,65,15,26,0,3,468.0,28215,28215
13523.12989,10563,121,20,10,0,2,109.814874,10563,10563
4422.409799,0,62,10,97,0,3,722.432062,26334,26334
7320.98824,99722,61,6,48,0,2,292.8,44788,99722
7031.463693,16224,93,13,55,0,9,498.452698,27681,16224
5123.484988,72096,64,24,92,0,5,252.330905,11612,72096
9050.756606,63800,113,9,43,0,4,542.4,54094,63800
10963.95723,55687,276,33,91,0,1,1324.8,55687,55687
6039.020697,0,89,6,49,1,3,640.8,33799,33799
2108.493744,0,61,8,91,0,1,351.85681,28519,28519
9875.092794,29598,87,2,70,0,2,150.926696,29598,29598
6928.601611,22907,180,13,86,2,1,49.18776,22907,22907
14318.44839,22697,186,35,39,1,8,892.8,22697,22697
5107.071054,70174,64,18,80,0,7,128.90032,57240,70174
17223.89108,85378,107,7,4,0,2,513.6,28879,85378
7516.831717,31477,94,22,77,0,3,146.950756,31477,31477
5389.499465,66429,136,35,93,0,1,57.712985,66429,66429
6275.155361,0,90,15,55,0,3,900.242038,20046,20046
4722.237214,0,65,29,32,0,3,655.489027,25778,25778
6282.317743,0,172,23,6,0,1,141.460349,54507,54507
7986.191274,74217,100,35,3,0,6,418.005524,51209,74217
6503.219978,46298,88,11,82,3,4,128.292466,31572,46298
4881.753428,0,135,0,86,0,1,648.0,56146,56146
2514.59196,43860,65,15,58,0,1,156.124914,43860,43860
7955.442668,0,69,11,5,0,2,331.2,30090,30090
4809.21696,48029,61,7,52,0,9,292.8,48029,48029
9696.548818,86830,123,18,5,0,3,480.533246,58518,86830
8709.321889,0,77,29,21,0,2,509.100577,64127,64127
2858.452328,40706,71,30,96,0,1,166.123172,10237,40706
5233.949019,69231,65,19,7,0,9,193.243084,50217,69231
13494.76017,0,132,13,33,0,2,950.4,40711,40711
6870.607058,0,105,5,87,0,3,756.0,18141,18141
5652.72374,16171,74,8,36,0,4,311.004168,15383,16171
2345.262087,51397,61,20,61,0,1,292.8,15776,51397
19688.31898,83879,69,3,66,0,2,212.148485,33588,83879
7247.206475,63267,92,22,31,0,8,530.340202,27072,63267
6085.304178,44712,82,19,14,2,8,537.78416,44712,44712
5480.070226,59311,69,8,38,0,9,14.812808,41438,59311
6876.309925,81957,86,23,76,0,4,433.426544,37640,81957
5368.887709,59601,67,28,2,0,6,321.6,59601,59601
8283.066678,71034,103,26,15,0,3,494.4,57074,71034
5384.671725,13103,72,21,32,0,7,458.003651,11920,13103
3508.569533,20978,98,19,96,1,1,1176.2788,20978,20978
8427.172486,46503,215,4,21,1,1,1032.0,46503,46503
4553.809528,61064,113,32,77,0,1,539.774172,47747,61064
4318.433036,17572,110,0,35,0,1,639.769748,17572,17572
14091.19449,99823,116,2,64,0,2,250.183388,28432,99823
8693.631249,17453,118,12,70,1,9,566.4,17453,17453
6661.181553,55663,166,19,63,0,1,194.739777,30110,55663
2654.380994,73196,66,0,93,1,1,85.809817,32808,73196
4428.031583,58577,110,6,62,0,1,303.872752,58577,58577
5738.277584,88055,71,11,37,0,6,337.727542,36510,88055
5815.049178,0,80,17,96,0,5,384.0,11612,11612
4425.905071,80892,110,15,76,0,1,528.0,76157,80892
2574.020376,34990,65,23,73,0,1,42.689135,34990,34990
2832.513487,37124,72,4,17,0,1,430.518791,37124,37124
4876.315707,22236,62,3,45,0,4,409.425049,22236,22236
5181.620895,97131,64,5,80,0,6,307.2,97131,97131
5947.215835,67760,74,19,19,0,3,465.278453,56617,67760
2563.863345,0,69,13,74,0,1,97.691104,12928,12928
15144.40954,0,62,6,44,1,2,307.649586,27984,27984
5558.304507,37473,70,0,92,0,3,336.0,37473,37473
8109.364607,32314,68,17,77,0,2,326.4,32314,32314
15638.57599,49214,102,0,82,3,2,371.322406,49214,49214
8334.317162,49851,69,27,85,1,2,331.2,30969,49851
10418.31143,27951,91,32,4,0,2,436.8,27951,27951
6846.150323,0,95,13,20,0,5,456.0,12075,12075
9403.875138,56410,117,13,73,0,3,523.99823,48259,56410
16985.49688,22497,212,15,71,0,7,1017.6,22497,22497
21101.21422,61347,106,27,66,0,2,604.237801,60233,61347
2914.955295,37803,74,26,51,0,1,355.2,25531,37803
8593.866533,91276,105,14,4,0,4,504.0,15741,91276
6861.745956,30816,87,10,43,0,4,237.57033,16171,30816
2680.900678,41968,67,11,96,0,1,183.207703,38460,41968
15797.98978,35754,199,21,54,0,3,612.973779,29790,35754
2863.312165,36706,71,4,45,0,1,435.606086,26790,36706
30061.69259,48258,249,12,86,0,2,1195.2,28773,48258
10682.7619,52965,134,6,77,3,4,83.815183,42602,52965
2746.90319,0,84,25,44,0,1,604.8,30817,30817
2388.949198,0,65,8,5,0,1,455.644704,20852,20852
13776.74135,62634,116,10,89,0,2,122.017931,39018,62634
17263.64048,96917,61,24,2,0,2,71.942176,15505,96917
4669.22664,76157,116,15,80,0,1,556.8,76157,76157
4673.196379,53219,117,24,36,0,1,561.6,28358,53219
4347.591949,81412,109,1,29,0,1,344.294164,52405,81412
33873.18123,59744,105,1,79,0,2,476.486416,44299,59744
9100.787395,38898,117,26,68,0,3,561.6,38898,38898
6358.251692,0,94,19,98,2,4,17.938979,36812,36812
2628.468543,99961,66,6,54,2,1,316.8,76356,99961
7193.101159,30886,91,7,53,0,4,103.424766,28128,30886
5039.869278,35984,128,7,68,3,1,275.577631,35984,35984
3962.825542,0,125,27,97,4,1,539.5622,31278,31278
6425.709981,0,181,13,16,0,1,1303.2,48689,48689
15672.69696,0,139,4,35,0,2,667.2,26021,26021
3237.996209,60244,83,3,72,3,1,326.281835,60244,60244
12992.27561,0,72,8,61,0,2,518.4,28360,28360
22217.96796,37553,187,34,7,0,2,897.6,37553,37553
4931.258363,0,73,24,47,0,3,525.6,38210,38210
4330.38602,60475,107,9,18,0,1,513.6,60475,60475
8296.176276,0,111,3,59,0,9,672.91665,30374,30374
8334.359986,0,136,7,61,2,3,979.2,15630,15630
5348.071007,25545,69,19,49,0,9,331.2,22842,25545
2398.740007,24182,66,12,32,0,1,316.8,24182,24182
6622.05254,80979,84,32,27,2,3,25.961213,53055,80979
4155.946211,0,62,8,20,0,7,446.4,30855,30855
8430.059143,0,74,20,3,0,2,47.502366,12590,12590
2545.518369,29250,64,27,30,0,1,308.240792,29250,29250
5004.583872,33566,63,25,56,1,4,205.043307,33566,33566
2899.702858,65247,72,14,55,0,1,381.238176,29757,65247
6767.806751,39650,86,18,8,0,6,922.335972,39650,39650
3123.080994,0,101,1,83,4,1,960.115399,31414,31414
8184.691323,82680,68,8,86,0,2,326.4,61367,82680
7636.279594,0,111,30,86,0,3,799.2,21442,21442
9227.567263,0,129,15,42,0,3,619.2,29696,29696
7587.337272,0,69,17,60,0,2,460.741097,39602,39602
2191.133237,0,61,9,16,1,1,439.2,33104,33104
5004.135361,86834,64,2,93,0,8,0.099007,34236,86834
4794.931261,46143,122,15,85,0,1,223.028356,45225,46143
26730.06042,21275,240,3,58,0,2,1152.0,17130,21275
4260.765808,47746,106,9,4,0,1,246.696768,47746,47746
15477.27854,51675,196,11,86,0,5,940.8,22799,51675
5126.836814,85522,64,1,56,0,3,165.002742,22555,85522
4068.092649,0,63,3,35,4,4,753.22565,33818,33818
17712.20524,0,84,17,5,0,2,633.294203,11656,11656
9775.816061,55632,123,35,98,0,7,478.609999,22492,55632
20534.39224,0,93,24,25,0,2,669.6,28519,28519
5800.188903,0,78,32,37,0,5,374.4,29256,29256
3319.620511,69152,89,8,83,4,1,221.359492,69152,69152
6529.431827,13476,67,3,30,2,2,433.588181,13476,13476
7602.663689,0,105,2,84,0,5,914.538629,13870,13870
2839.808041,33252,71,20,4,0,1,407.668083,33252,33252
3288.209809,0,102,16,1,1,1,734.4,38460,38460
15031.5645,59456,189,11,7,0,8,907.2,46707,59456
5055.902381,88989,63,19,28,1,3,232.745161,33317,88989
8012.917253,0,107,17,39,0,5,513.6,25806,25806
8300.70769,17034,113,11,40,0,6,542.4,17034,17034
2516.103555,88435,62,16,61,0,1,136.263492,26744,88435
2749.407985,71445,70,6,95,2,1,336.0,64640,71445
8071.334962,72149,101,18,43,0,6,69.310166,39293,72149
2867.312197,23376,78,19,18,0,1,374.4,23376,23376
7285.030983,44788,61,6,48,0,2,386.031248,44788,44788
4118.588554,69379,103,14,79,0,1,494.4,69379,69379
5293.368089,38521,134,15,71,0,1,557.184015,22768,38521
13265.96256,34482,67,4,6,0,2,83.830109,21189,34482
2369.439009,0,68,35,35,0,1,487.345606,56701,56701
9816.528302,37256,62,15,7,0,2,128.969729,37256,37256
21914.40548,77311,181,18,36,0,2,113.609508,69240,77311
5143.88351,39268,66,30,96,1,9,188.870427,39268,39268
3136.698216,59644,79,15,94,0,1,379.2,25317,59644
7713.819259,0,68,2,33,0,2,326.4,21370,21370
2867.312197,23376,78,19,18,0,1,374.4,23376,23376
11516.40557,50854,73,15,72,0,2,101.489422,41701,50854
15025.19126,35158,76,14,27,0,2,165.958605,24028,35158
4013.849907,15413,106,4,67,0,1,508.8,12454,15413
3288.825448,17860,99,16,0,2,1,656.122925,17860,17860
13736.1325,16181,181,22,79,0,8,1261.319869,16181,16181
3890.87081,91182,96,8,90,0,1,249.140907,71333,91182
5701.277221,41154,72,6,7,1,8,345.6,41154,41154
2590.214327,18746,68,21,93,0,1,326.4,18746,18746
3223.331519,70277,80,23,4,0,1,84.818806,28140,70277
4912.025292,0,66,23,38,0,4,668.158687,22679,22679
6532.010543,24919,84,21,2,1,5,420.420755,24919,24919
8012.124825,0,79,22,82,0,2,335.234102,20545,20545
3731.504584,0,96,31,34,0,1,460.8,13457,13457
2702.380487,46370,68,28,86,1,1,326.4,46370,46370
23207.24981,89918,115,14,42,0,2,423.116739,58645,89918
3347.028677,37138,85,4,13,0,1,612.0,37138,37138
8382.630118,19683,117,17,41,1,9,561.6,19683,19683
11793.12528,32214,100,5,6,0,2,296.560998,28879,32214
2965.71995,26472,74,22,31,0,1,355.2,26472,26472
5646.323845,39841,72,9,40,0,5,440.128707,14775,39841
2452.491364,51085,62,4,58,1,1,406.902001,44662,51085
5953.213546,61006,74,6,99,0,9,73.919629,27179,61006
12883.81001,34148,109,27,30,0,2,451.566751,28582,34148
